ram,ram_category,ram_per_core,storage_ram_ratio,performance_score,battery_power,battery_wt_ratio,px_width,px_height,battery_category,pixel_density,screen_area,mobile_wt,n_cores,price_range
876,0,109.5,49.19,11.21,1670,12.01,1886,1706.0,2,149.59,96,139,8,1
2706,2,386.57,7.66,47.36,534,3.26,1477,347.0,0,189.65,35,164,7,2
659,0,329.5,26.9,0.66,1566,12.43,1930,1603.0,2,167.26,126,126,2,1
455,0,91.0,53.28,1.14,1935,15.6,860,806.0,2,117.87,18,124,5,0
2378,2,1189.0,22.29,13.32,504,3.09,1539,1207.0,0,108.66,187,163,2,2
2278,2,2278.0,17.64,3.87,913,8.86,1144,431.0,0,76.41,45,103,1,1
3436,3,687.2,12.44,30.92,1317,11.65,613,179.0,1,37.56,208,113,5,3
3424,3,570.67,9.0,10.27,917,10.42,909,423.0,0,50.13,38,88,6,3
401,0,66.83,99.67,6.02,712,7.19,1743,1131.0,0,346.3,30,99,6,0
681,0,340.5,67.97,1.36,1083,8.6,1469,925.0,1,86.8,342,126,2,0
3212,3,535.33,1.85,11.56,1039,7.64,544,62.0,1,34.22,105,136,6,2
3105,3,517.5,4.15,9.32,1747,9.44,873,800.0,2,148.01,7,185,6,3
2036,2,339.33,24.9,6.11,1449,13.8,947,211.0,1,161.7,5,105,6,1
3153,3,450.43,15.41,11.04,1872,13.47,1389,81.0,2,81.84,240,139,7,3
1642,1,410.5,4.11,10.51,1796,17.78,798,667.0,2,104.0,36,101,4,1
509,0,509.0,100.49,0.71,1097,6.06,519,405.0,1,41.15,180,181,1,0
3465,3,433.12,5.74,13.86,1562,9.08,1676,678.0,2,106.35,176,172,8,3
3900,3,557.14,6.91,62.79,1433,9.37,1651,1619.0,1,121.7,288,153,7,3
1105,1,1105.0,10.18,1.99,740,6.02,1147,935.0,0,184.98,42,123,1,0
2064,2,2064.0,18.43,4.54,676,8.05,1011,864.0,0,94.99,91,84,1,1
3117,3,3117.0,4.13,5.61,503,3.84,1688,1495.0,0,112.74,114,131,1,3
1142,1,380.67,5.76,5.14,1020,10.62,1613,870.0,1,130.9,117,96,3,1
1060,1,1060.0,3.52,1.06,896,8.07,1469,1379.0,0,154.99,120,111,1,1
2381,2,1190.5,7.83,3.81,1824,12.76,1738,1055.0,2,135.54,14,143,2,2
3366,3,1122.0,15.94,6.06,1512,11.28,1838,220.0,2,231.39,21,134,3,3
1339,1,223.17,29.84,23.3,1053,8.36,1261,419.0,1,73.82,102,126,6,0
2560,2,640.0,11.92,18.43,1944,22.34,1362,1111.0,2,219.71,21,87,4,3
285,0,142.5,66.08,0.4,1174,12.9,1461,1097.0,1,91.35,133,91,2,0
2476,2,353.71,4.77,27.73,627,4.79,819,447.0,0,51.84,17,131,7,1
1862,1,1862.0,23.98,5.03,1602,13.58,1062,273.0,2,64.5,144,118,1,1
3488,3,3488.0,1.71,5.23,1733,10.19,997,590.0,2,165.5,24,170,1,3
3178,3,397.25,2.5,35.59,586,4.13,598,116.0,0,60.91,63,142,8,2
733,0,91.62,45.35,14.07,1528,9.79,564,306.0,2,40.1,90,156,8,0
756,0,108.0,27.44,3.7,875,7.95,1316,300.0,0,89.98,70,110,7,0
3622,3,3622.0,15.95,2.17,1602,9.42,1746,1259.0,2,119.59,34,170,1,3
1277,1,255.4,8.91,10.22,1426,8.2,1694,1573.0,1,154.11,126,174,5,1
3703,3,617.17,1.61,31.11,1370,8.67,1783,1392.0,1,161.57,130,158,6,3
1905,1,317.5,5.1,5.72,609,7.52,1524,113.0,0,89.89,48,81,6,1
2636,2,439.33,5.61,18.98,840,4.72,1728,526.0,0,138.94,24,178,6,2
2014,2,402.8,5.81,20.14,991,6.27,1678,1209.0,0,172.35,99,158,5,2
3056,3,1528.0,2.92,11.0,1724,17.24,828,655.0,2,55.57,288,100,2,3
465,0,155.0,34.29,2.51,584,3.48,1622,1123.0,0,151.76,96,168,3,0
3869,3,644.83,12.63,30.18,860,6.1,979,692.0,0,70.52,224,141,6,3
1108,1,221.6,23.69,15.51,1541,9.34,1052,796.0,2,101.48,12,165,5,1
1906,1,381.2,29.57,4.76,615,4.73,1958,1021.0,0,147.21,70,130,5,1
851,0,212.75,49.41,9.53,912,10.86,1310,995.0,0,182.78,32,84,4,0
3142,3,448.86,18.94,26.39,1278,7.43,1504,1244.0,1,162.65,44,172,7,3
1300,1,325.0,22.64,3.12,1365,10.92,970,293.0,1,67.55,98,125,4,0
1430,1,286.0,24.06,7.15,1702,9.62,1931,1240.0,2,254.98,48,177,5,2
362,0,45.25,130.09,1.45,589,4.03,1858,759.0,0,118.06,160,146,8,0
2456,2,2456.0,22.41,3.68,1347,14.18,1528,398.0,1,112.78,78,95,1,2
2360,2,295.0,18.3,52.86,1644,12.0,791,358.0,2,108.53,28,137,8,2
3700,3,528.57,11.31,49.21,956,7.19,1614,403.0,0,151.23,60,133,7,3
2620,2,374.29,0.75,25.68,1089,7.12,1409,211.0,1,178.09,35,153,7,2
437,0,145.67,98.72,0.79,871,4.89,1437,194.0,0,96.67,98,178,3,0
3774,3,1887.0,1.58,11.32,664,4.05,1472,1076.0,0,151.94,55,164,2,3
1218,1,609.0,14.73,1.46,1874,9.76,1418,1238.0,2,117.65,150,192,2,1
696,0,139.2,6.41,9.05,1928,11.9,1004,229.0,2,68.65,168,162,5,0
3407,3,1703.5,9.63,17.72,888,4.48,1683,327.0,0,131.88,12,198,2,3
3902,3,557.43,14.83,46.43,1077,12.52,1892,135.0,1,189.68,27,86,7,3
2086,2,260.75,14.04,38.38,1023,12.79,1744,5.0,1,158.55,60,80,8,1
1356,1,452.0,29.49,3.25,1426,16.98,1163,715.0,1,85.33,135,84,3,1
1704,1,340.8,14.74,14.48,831,4.69,621,511.0,0,114.89,30,177,5,0
3571,3,1190.33,1.67,13.93,1496,17.6,1383,549.0,1,87.53,16,85,3,3
2132,2,426.4,2.29,24.52,1433,11.11,784,420.0,1,46.81,270,129,5,1
3209,3,802.25,13.61,33.37,1095,10.63,1066,838.0,1,96.85,143,103,4,3
2096,2,2096.0,10.71,1.47,643,4.12,1400,314.0,0,102.48,78,156,1,1
1273,1,318.25,4.47,5.6,1142,5.77,1766,739.0,1,95.72,114,198,4,1
3623,3,724.6,7.42,9.06,730,6.52,846,62.0,0,84.83,36,112,5,2
368,0,184.0,89.25,0.37,1901,14.51,1662,3.0,2,277.0,5,131,2,0
854,0,284.67,34.26,1.54,1510,11.19,1520,963.0,2,199.93,16,135,3,1
3646,3,607.67,16.12,56.88,1924,14.15,1923,1438.0,2,218.29,90,136,6,3
3130,3,782.5,5.39,13.77,1825,11.62,1773,1621.0,2,184.79,48,157,4,3
3784,3,3784.0,1.32,1.89,1275,8.39,501,19.0,1,35.81,52,152,1,3
3885,3,555.0,4.37,62.55,987,7.96,1274,887.0,0,129.36,66,124,7,3
1494,1,213.43,8.34,24.05,1538,12.71,986,567.0,2,59.86,180,121,7,1
2973,2,594.6,9.66,7.43,1965,13.19,676,584.0,2,74.44,11,149,5,3
1471,1,245.17,13.02,16.77,808,4.37,974,496.0,0,78.07,52,185,6,0
2001,2,1000.5,13.14,2.0,712,8.28,1309,1245.0,0,150.54,110,86,2,1
1486,1,297.2,27.08,6.69,1507,12.25,888,682.0,2,69.98,45,123,5,1
1321,1,440.33,33.81,2.77,912,5.01,794,724.0,0,134.32,14,182,3,0
1877,1,234.62,8.79,18.02,769,8.09,1454,1384.0,0,105.65,36,95,8,1
3499,3,699.8,6.26,40.24,948,5.48,1654,257.0,0,139.49,77,173,5,3
2124,2,2124.0,17.94,4.04,507,3.57,1084,17.0,0,154.88,36,142,1,1
1221,1,407.0,46.43,10.26,1384,16.88,1210,983.0,1,82.05,216,82,3,1
2316,2,289.5,12.28,24.09,1766,9.1,1306,439.0,2,68.89,38,194,8,2
1068,1,267.0,14.0,7.69,1407,8.28,1206,925.0,1,217.13,36,170,4,1
1930,1,482.5,12.09,22.39,614,6.53,603,409.0,0,52.04,156,94,4,1
1316,1,188.0,10.11,26.71,1972,10.06,952,293.0,2,110.67,8,196,7,1
1742,1,217.75,26.09,6.97,1039,7.99,1878,384.0,1,100.89,216,130,8,1
3265,3,408.12,10.34,78.36,511,4.09,1285,149.0,0,86.24,98,125,8,2
2700,2,675.0,1.83,27.0,1811,18.48,568,447.0,2,51.63,91,98,4,2
2115,2,528.75,16.62,12.69,1159,11.14,1206,717.0,1,155.89,56,104,4,2
3915,3,1957.5,3.06,10.18,1848,10.38,533,195.0,2,56.76,63,178,2,3
3144,3,393.0,5.05,12.58,1988,21.15,696,153.0,2,41.92,32,94,8,3
1571,1,224.43,35.49,5.5,1469,9.79,1850,1699.0,1,139.54,272,150,7,2
2253,2,450.6,19.13,6.76,1423,10.86,640,501.0,1,73.89,80,131,5,1
1433,1,238.83,6.67,4.3,1974,13.61,1496,530.0,2,226.73,6,145,6,1
2583,2,516.6,16.02,10.33,835,6.52,1378,396.0,0,89.61,30,128,5,2
1817,1,363.4,22.41,5.45,1429,9.46,1552,670.0,1,241.49,6,151,5,1
2915,2,1457.5,17.31,2.92,947,6.58,887,193.0,0,50.43,17,144,2,2
3340,3,417.5,5.35,74.82,1446,8.12,1769,351.0,1,200.39,48,178,8,3
2790,2,398.57,2.48,25.39,1332,7.93,855,846.0,1,60.14,209,168,7,2
577,0,144.25,21.1,2.77,1498,7.84,1167,111.0,1,78.15,168,191,4,0
3220,3,1610.0,4.31,5.8,1576,9.11,1386,1213.0,2,102.32,34,173,2,3
3488,3,3488.0,7.42,5.58,1398,9.32,1284,755.0,1,99.3,42,150,1,3
1277,1,319.25,10.39,12.26,1885,20.49,1517,1406.0,2,206.84,54,92,4,1
3593,3,1796.5,0.55,3.59,798,5.39,627,497.0,0,53.34,126,148,2,2
2736,2,342.0,15.15,54.72,1436,11.58,1836,1826.0,1,199.19,60,124,8,3
2311,2,288.88,13.15,22.19,1998,10.19,1356,50.0,2,75.38,153,196,8,2
1464,1,183.0,41.18,15.23,1321,12.12,941,817.0,1,155.77,42,109,8,1
1355,1,677.5,6.32,3.52,1021,5.32,1793,901.0,1,286.66,6,192,2,1
2382,2,1191.0,16.49,10.96,1339,10.89,1269,212.0,1,183.8,24,123,2,2
1886,1,471.5,29.35,12.07,1210,10.9,1039,329.0,1,64.11,96,111,4,1
832,0,166.4,33.97,2.08,1949,13.44,1182,837.0,2,181.04,21,145,5,1
751,0,125.17,33.6,3.15,882,5.84,884,248.0,0,45.91,209,151,6,0
436,0,87.2,51.35,3.27,1549,13.71,1162,632.0,2,120.25,80,113,5,0
722,0,722.0,52.17,1.59,1991,24.28,613,366.0,2,101.99,30,82,1,0
1075,1,1075.0,10.44,0.54,796,6.98,518,174.0,0,68.31,21,114,1,0
2802,2,700.5,13.75,5.6,1012,6.29,1195,882.0,1,165.03,48,161,4,2
1780,1,890.0,5.98,6.76,1318,7.01,1591,688.0,1,133.34,120,188,2,1
1247,1,311.75,10.62,3.99,1708,8.67,1345,263.0,2,68.52,304,197,4,1
3066,3,383.25,20.04,19.62,598,5.11,764,118.0,0,64.42,22,117,8,2
403,0,50.38,103.33,7.42,541,2.7,1226,1012.0,0,132.48,22,200,8,0
2518,2,503.6,8.99,6.3,818,4.26,1552,586.0,0,82.95,228,192,5,2
1069,1,534.5,13.11,1.07,1414,8.42,1233,294.0,1,66.71,108,168,2,0
2651,2,662.75,2.23,18.03,601,3.56,1827,818.0,0,133.45,112,169,4,2
2974,2,424.86,13.31,58.29,561,5.67,865,426.0,0,60.26,180,99,7,2
657,0,131.4,70.12,7.56,1616,16.16,1133,151.0,2,142.88,21,100,5,0
3372,3,1686.0,9.43,9.44,1263,12.26,644,409.0,1,40.15,234,103,2,3
1464,1,292.8,41.18,13.91,1604,17.25,1156,641.0,2,82.61,135,93,5,1
1326,1,331.5,17.21,10.61,539,6.27,967,958.0,0,170.15,28,86,4,0
3393,3,848.25,14.35,35.29,1071,5.38,1970,1328.0,1,339.4,30,199,4,3
323,0,161.5,137.21,0.32,826,6.12,530,354.0,0,35.41,51,135,2,0
1628,1,1628.0,36.69,4.72,771,7.27,1781,1709.0,0,246.83,27,106,1,1
2610,2,326.25,12.46,60.55,1811,13.72,1553,1099.0,2,211.39,24,132,8,3
3721,3,930.25,15.0,32.74,1842,10.29,1227,783.0,2,85.62,176,179,4,3
763,0,95.38,59.16,17.09,1420,14.2,1393,194.0,1,78.14,17,100,8,0
792,0,264.0,11.45,1.19,1763,9.58,1893,238.0,2,105.99,204,184,3,0
1568,1,313.6,1.23,14.9,1163,8.74,1076,919.0,1,94.34,84,133,5,1
1276,1,319.0,21.54,2.55,1805,9.92,891,758.0,2,58.49,76,182,4,1
3472,3,868.0,14.9,22.22,610,6.78,1273,1039.0,0,149.38,40,90,4,3
2520,2,630.0,6.64,11.09,1533,9.58,1393,1054.0,2,194.09,16,160,4,2
3423,3,1711.5,18.3,3.42,1924,17.33,686,122.0,2,49.77,39,111,2,3
258,0,43.0,147.75,0.77,1801,15.01,1708,100.0,2,114.06,112,120,6,0
1868,1,373.6,21.83,17.75,1726,16.28,1804,1221.0,2,128.14,112,106,5,2
2171,2,723.67,6.31,16.28,794,4.03,1376,312.0,0,70.55,152,197,3,1
780,0,156.0,32.49,1.95,1686,9.26,1073,599.0,2,102.41,110,182,5,0
712,0,712.0,7.54,1.5,1444,14.02,1340,1274.0,1,102.72,85,103,1,0
1012,1,126.5,27.57,12.95,1004,6.28,581,62.0,1,73.04,28,160,8,0
318,0,79.5,68.2,3.05,1242,7.48,1796,315.0,1,151.95,110,166,4,0
3948,3,658.0,6.57,35.53,539,3.93,1709,1123.0,0,107.63,198,137,6,3
629,0,78.62,19.6,5.54,717,7.24,1981,1878.0,0,160.57,240,99,8,0
1161,1,165.86,23.5,5.69,1540,9.81,831,318.0,2,74.15,88,157,7,0
1403,1,175.38,23.81,5.61,672,6.79,1267,574.0,0,81.82,112,99,8,0
3707,3,926.75,3.49,7.41,1325,9.96,1915,1353.0,1,117.24,57,133,4,3
1305,1,163.12,40.02,5.22,950,7.66,1681,86.0,0,240.46,30,124,8,0
2926,2,731.5,6.09,17.56,948,7.97,1728,340.0,0,97.84,221,119,4,2
2674,2,891.33,9.96,4.01,1328,9.22,1156,602.0,1,162.92,14,144,3,2
471,0,235.5,71.43,0.47,1447,7.86,1062,963.0,1,159.29,32,184,2,0
1724,1,215.5,11.77,6.9,1973,20.77,507,127.0,2,40.2,120,95,8,1
1220,1,305.0,46.46,11.22,1731,10.12,1039,142.0,2,104.87,27,171,4,1
2754,2,1377.0,22.59,8.26,1617,14.57,1079,274.0,2,55.66,190,111,2,2
594,0,118.8,48.52,1.48,1791,16.28,682,371.0,2,43.13,136,110,5,0
1005,1,502.5,49.93,4.62,851,8.43,1007,788.0,0,98.36,24,101,2,0
2439,2,2439.0,5.64,4.63,856,7.44,1027,395.0,0,157.19,18,115,1,1
2302,2,575.5,12.78,4.6,714,4.92,1527,643.0,0,127.45,120,145,4,1
1083,1,541.5,12.96,1.08,951,11.74,935,854.0,0,74.49,176,81,2,0
2219,2,277.38,4.41,37.28,1303,11.95,1873,1335.0,1,230.01,27,109,8,2
1571,1,224.43,19.58,29.69,1550,12.3,1619,1541.0,2,171.93,36,126,7,2
2107,2,526.75,6.95,11.8,1759,17.42,1163,382.0,2,64.43,90,101,4,2
593,0,118.6,2.95,1.48,1448,14.48,1144,846.0,1,142.28,36,100,5,0
857,0,107.12,53.37,13.03,1987,16.7,1925,960.0,2,165.47,48,119,8,1
3518,3,703.6,12.45,36.94,908,9.56,941,154.0,0,56.09,192,95,5,3
1284,1,321.0,42.84,2.57,820,5.12,694,468.0,0,46.5,119,160,4,0
545,0,90.83,30.05,8.83,904,6.15,1496,1094.0,0,92.67,342,147,6,0
3566,3,594.33,1.67,27.81,667,4.48,870,272.0,0,91.15,45,149,6,2
2821,2,2821.0,11.91,5.92,1109,6.41,1103,165.0,1,79.66,65,173,1,2
3442,3,491.71,17.05,33.73,1333,7.28,1301,394.0,1,71.54,288,183,7,3
1309,1,218.17,4.35,18.85,1352,14.7,1299,629.0,1,111.02,12,92,6,1
1179,1,196.5,15.18,17.68,1600,18.18,1713,831.0,2,173.08,30,88,6,1
1713,1,214.12,20.87,19.19,1454,18.18,910,903.0,1,75.41,96,80,8,1
1663,1,554.33,5.22,10.48,1489,8.81,1759,923.0,1,198.65,27,169,3,1
1812,1,226.5,5.35,40.59,1823,22.51,1250,362.0,2,216.89,30,81,8,2
1384,1,346.0,28.25,5.54,1581,9.19,850,693.0,2,54.83,171,172,4,1
1348,1,168.5,31.06,18.33,1672,9.72,1435,1250.0,2,158.59,66,172,8,1
3957,3,989.25,6.81,11.08,1283,16.04,1923,1135.0,1,124.05,255,80,4,3
1212,1,151.5,10.91,19.39,630,3.5,1448,66.0,0,111.5,96,180,8,0
3925,3,490.62,6.1,69.08,659,4.36,1877,924.0,0,232.46,8,151,8,3
348,0,58.0,72.75,1.04,1811,15.75,1132,204.0,2,63.9,187,115,6,0
1382,1,276.4,27.59,17.27,688,6.31,1957,376.0,0,153.29,84,109,5,1
980,0,490.0,17.03,5.68,514,3.65,1492,1083.0,0,131.69,91,141,2,0
838,0,279.33,17.42,7.04,1933,12.55,1473,229.0,2,99.38,28,154,3,0
378,0,126.0,66.08,2.27,915,10.05,1316,875.0,0,131.7,66,91,3,0
909,0,227.25,22.27,8.0,1006,7.45,991,35.0,1,52.19,72,135,4,0
3632,3,908.0,3.56,13.08,1134,12.33,903,18.0,1,50.18,136,92,4,3
3396,3,424.5,18.73,78.79,599,3.22,646,103.0,0,109.03,15,186,8,2
1861,1,372.2,27.64,4.65,973,4.96,588,105.0,0,42.66,130,196,5,1
348,0,58.0,61.39,5.22,1180,13.11,540,168.0,1,70.69,35,90,6,0
2528,2,632.0,5.06,25.28,1237,12.62,1004,18.0,1,83.68,88,98,4,2
2190,2,273.75,2.23,8.76,659,3.9,730,659.0,0,57.85,160,169,8,1
663,0,82.88,8.03,7.43,1142,6.01,855,534.0,1,77.54,48,190,8,0
961,0,160.17,10.59,15.57,1002,5.42,512,285.0,1,53.27,70,185,6,0
1280,1,320.0,32.59,12.8,1392,12.32,1098,482.0,1,133.24,8,113,4,1
2189,2,273.62,22.34,15.76,602,4.27,1717,1571.0,0,290.91,35,141,8,2
531,0,177.0,88.92,0.8,1249,8.92,1193,605.0,1,70.4,180,140,3,0
2331,2,582.75,5.05,4.66,531,4.39,1657,158.0,0,87.61,216,121,4,1
794,0,158.8,35.41,8.34,1450,12.72,1639,1573.0,1,189.31,55,114,5,1
2644,2,2644.0,18.64,7.4,1342,7.76,620,127.0,1,79.11,14,173,1,2
1666,1,1666.0,12.74,0.83,832,4.2,1431,343.0,0,91.97,60,198,1,1
2157,2,539.25,25.83,12.94,867,5.45,724,289.0,0,86.62,48,159,4,1
1196,1,1196.0,34.7,2.51,1404,9.3,1880,1703.0,1,230.6,60,151,1,1
2072,2,345.33,15.54,11.19,840,5.6,1591,1482.0,0,197.66,80,150,6,2
1590,1,1590.0,25.41,0.8,1368,15.03,925,907.0,1,99.65,72,91,1,1
2916,2,364.5,3.73,21.0,1927,10.14,1506,491.0,2,93.18,176,190,8,3
3707,3,1853.5,8.33,3.71,1714,14.28,627,287.0,2,114.93,5,120,2,3
726,0,121.0,12.36,2.18,1201,6.07,1723,1151.0,1,172.67,44,198,6,0
3577,3,1788.5,12.25,16.45,1796,9.76,1363,1024.0,2,94.71,119,184,2,3
2627,2,437.83,10.5,12.61,1147,7.26,1134,1085.0,1,82.6,54,158,6,2
685,0,171.25,26.01,4.66,776,5.32,1803,991.0,0,128.59,165,146,4,0
1693,1,282.17,18.82,26.41,510,4.64,1897,1052.0,0,309.88,12,110,6,1
2137,2,356.17,18.29,15.39,1045,5.97,1564,1078.0,1,158.29,88,175,6,2
3696,3,462.0,2.7,26.61,1497,9.78,977,98.0,1,98.19,54,153,8,3
3771,3,1257.0,8.72,6.79,1425,16.01,1648,396.0,1,154.08,30,89,3,3
1342,1,335.5,28.36,11.81,726,7.72,978,323.0,0,60.59,176,94,4,0
1379,1,459.67,13.82,8.27,1576,10.65,1551,410.0,2,89.13,17,148,3,1
1164,1,388.0,8.89,7.33,714,3.62,1857,1750.0,0,159.48,180,197,3,1
908,0,908.0,63.85,1.73,1595,18.12,1988,1475.0,2,130.29,234,88,1,1
1019,1,254.75,9.13,4.08,541,4.26,1873,1836.0,0,131.14,171,127,4,1
3685,3,614.17,7.84,57.49,1617,14.31,676,283.0,2,52.35,13,113,6,3
1470,1,1470.0,3.26,1.62,1154,11.78,1240,539.0,1,104.01,72,98,1,1
2299,2,2299.0,0.85,2.3,1638,8.67,563,440.0,2,35.73,171,189,1,2
999,0,124.88,36.26,21.58,1150,7.62,800,397.0,1,127.58,12,151,8,0
3011,3,3011.0,14.47,6.93,1254,8.42,1021,204.0,1,130.15,28,149,1,2
3142,3,3142.0,17.04,6.28,1806,15.44,727,347.0,2,57.54,78,117,1,3
1543,1,257.17,7.47,13.89,603,5.29,1284,1003.0,0,203.66,35,114,6,1
3692,3,923.0,10.79,31.01,1834,18.53,1987,565.5,2,147.56,78,99,4,3
2753,2,458.83,11.12,37.99,520,3.59,519,264.0,0,41.59,91,145,6,1
2156,2,1078.0,22.67,2.59,565,3.58,703,543.0,0,63.45,78,158,2,1
2637,2,527.4,3.36,6.59,1689,11.26,675,467.0,2,91.2,32,150,5,2
331,0,41.38,49.62,6.09,742,7.13,925,875.0,0,106.11,88,104,8,0
1214,1,404.67,17.11,4.37,1143,9.14,1724,1116.0,1,157.98,60,125,3,1
2248,2,321.14,1.31,7.87,761,3.88,1945,1325.0,0,117.67,57,196,7,2
3073,3,614.6,11.61,19.97,959,4.89,1331,1313.0,0,93.48,19,196,5,3
422,0,60.29,15.62,3.54,772,5.76,1802,552.0,0,235.58,42,134,7,0
2293,2,764.33,5.13,5.5,1015,9.95,679,335.0,1,126.19,5,102,3,1
3958,3,3958.0,0.5,7.52,1824,17.71,1105,50.0,2,85.09,24,103,1,3
432,0,432.0,55.57,0.22,1130,8.69,1327,593.0,1,207.64,6,130,1,0
1152,1,144.0,39.18,4.61,1183,9.86,1010,268.0,1,116.11,24,120,8,0
1303,1,217.17,18.94,15.64,574,4.86,1364,382.0,0,157.39,32,118,6,0
797,0,398.5,22.77,4.78,1472,8.71,892,443.0,1,142.28,6,169,2,0
298,0,37.25,102.3,1.19,1868,10.44,884,576.0,2,117.23,16,179,8,0
3847,3,641.17,5.19,66.94,1375,9.35,679,596.0,1,100.39,48,147,6,3
2110,2,703.33,29.62,6.33,881,5.51,636,115.0,0,34.02,162,160,3,1
1921,1,640.33,21.76,2.88,1742,9.9,1407,356.0,2,145.13,18,176,3,2
2423,2,1211.5,24.33,3.39,1225,11.45,1567,10.0,1,87.06,187,107,2,2
1658,1,829.0,8.73,1.66,1970,14.92,1684,1399.0,2,136.83,135,132,2,2
2361,2,295.12,8.73,9.44,1186,7.41,584,68.0,1,32.66,136,160,8,1
1380,1,345.0,41.45,3.86,1762,11.22,790,643.0,2,67.91,70,157,4,1
3892,3,648.67,1.03,32.69,1731,10.62,1988,809.0,2,357.72,5,163,6,3
315,0,63.0,19.63,2.84,852,5.32,1349,683.0,0,189.01,42,160,5,0
2289,2,572.25,15.42,13.73,848,5.62,527,56.0,0,48.18,20,151,4,1
2182,2,311.71,4.93,38.18,1575,8.51,818,492.0,2,119.32,21,185,7,2
2184,2,364.0,10.3,36.69,1554,14.8,1492,699.0,2,117.69,117,105,6,2
2872,2,359.0,16.53,36.76,1972,21.43,804,290.0,2,106.84,14,92,8,3
2367,2,394.5,14.51,8.52,827,9.51,826,23.0,0,137.72,15,87,6,1
1919,1,479.75,1.52,11.51,1063,6.86,849,394.0,1,72.0,120,155,4,1
3296,3,659.2,10.24,37.9,1695,20.18,1742,713.0,2,104.57,102,84,5,3
462,0,57.75,25.4,8.87,1343,16.58,1205,1063.0,1,84.57,126,81,8,0
1591,1,1591.0,16.33,0.8,834,6.78,1463,1421.0,0,169.96,99,123,1,1
1593,1,796.5,12.08,8.28,595,4.88,816,623.0,0,51.33,209,122,2,0
2456,2,350.86,16.81,32.66,1081,10.7,816,83.0,1,102.53,28,101,7,1
2933,2,733.25,4.72,16.42,911,4.58,1692,1563.0,0,135.5,48,199,4,3
3154,3,450.57,6.92,48.57,844,4.28,1995,777.0,0,142.73,154,197,7,3
3615,3,1807.5,16.53,21.69,1335,7.42,559,83.0,1,94.19,10,180,2,3
3563,3,3563.0,6.7,5.7,1883,21.64,915,203.0,2,52.07,170,87,1,3
1440,1,180.0,21.91,5.76,1128,7.67,1226,938.0,1,85.76,255,147,8,1
1907,1,953.5,29.05,9.15,826,7.06,1183,1077.0,0,99.99,210,117,2,1
324,0,324.0,91.26,0.75,1650,18.54,881,773.0,2,78.14,140,89,1,0
1404,1,351.0,33.99,5.62,1162,11.17,866,332.0,1,84.31,30,104,4,1
2738,2,684.5,2.88,27.38,1517,8.98,1645,570.0,2,91.63,288,169,4,2
2722,2,907.33,21.75,4.08,963,6.17,821,742.0,0,85.12,72,156,3,2
2294,2,286.75,5.13,18.35,1837,17.83,1539,1420.0,2,232.67,56,103,8,3
1424,1,1424.0,20.13,3.99,1028,5.33,1923,1801.0,1,138.67,72,193,1,1
1133,1,141.62,45.59,19.94,1831,9.69,1790,1693.0,2,164.25,42,189,8,1
555,0,92.5,90.34,6.66,571,5.65,1536,31.0,0,76.82,190,101,6,0
3785,3,630.83,2.37,52.23,1770,9.67,1373,1098.0,2,125.57,130,183,6,3
3675,3,525.0,15.99,33.44,970,11.55,1786,1765.0,0,193.15,72,84,7,3
435,0,87.0,72.41,1.09,642,7.47,1775,887.0,0,198.43,18,86,5,0
3183,3,397.88,3.43,48.38,622,3.22,1964,760.0,0,350.99,30,193,8,2
3495,3,1747.5,1.71,12.58,600,3.02,1032,486.0,0,63.37,68,199,2,2
1853,1,617.67,29.85,3.34,1412,16.42,660,2.0,1,41.25,150,86,3,1
2648,2,662.0,5.96,8.47,733,5.31,1787,202.0,0,138.34,72,138,4,2
2647,2,378.14,7.08,55.59,1070,6.69,1614,90.0,1,107.77,182,160,7,2
702,0,87.75,38.19,3.93,875,5.99,853,469.0,0,48.67,285,146,8,0
1836,1,918.0,2.64,2.57,1994,10.55,1546,86.0,2,119.11,132,189,2,2
3894,3,778.8,4.61,19.47,823,4.52,1350,1180.0,0,128.07,130,182,5,3
2944,2,1472.0,10.08,2.94,1908,17.19,1046,140.0,2,52.77,323,111,2,3
3424,3,428.0,12.78,13.7,790,8.88,1437,1100.0,0,129.26,143,89,8,3
2678,2,2678.0,14.73,4.82,1330,7.51,892,194.0,1,91.29,36,177,1,2
2424,2,303.0,6.08,9.7,1660,16.6,569,440.0,2,55.33,60,100,8,2
2671,2,445.17,7.38,35.26,1776,21.66,1803,1563.0,2,149.14,150,82,6,3
3078,3,3078.0,8.69,1.54,1611,8.1,1011,163.0,2,64.0,30,199,1,2
2304,2,768.0,6.38,3.46,1410,15.33,1311,192.0,1,69.74,72,92,3,2
1146,1,573.0,36.91,3.67,1772,11.14,1405,837.0,2,233.63,6,159,2,1
2335,2,333.57,16.38,21.25,1280,11.85,588,356.0,1,98.2,24,108,7,1
1422,1,203.14,15.45,8.96,1712,11.05,663,155.0,2,113.48,30,155,7,1
2096,2,262.0,25.62,11.74,1562,11.16,1776,1032.0,2,128.38,45,140,8,2
1303,1,217.17,13.12,14.85,891,5.82,1435,40.0,0,79.75,272,153,6,0
1115,1,557.5,30.28,2.68,1957,12.96,1727,1194.0,2,123.5,32,151,2,1
456,0,91.2,77.02,1.37,1110,5.78,1262,1179.0,1,132.85,96,192,5,0
3396,3,424.5,12.59,38.04,875,8.41,969,902.0,0,88.26,28,104,8,3
