battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,total_camera_mp,screen_area,aspect_ratio,pixel_density,ram_per_core,battery_wt_ratio,storage_ram_ratio,connectivity_score,performance_score,ram_category,battery_category
961,1,1.5,1,10,0,51,0.3,152,6,16,554.0,621,2981,15,6,7,1,1,1,2,26,90,1.119,52.01,496.83,6.32,16.94,5,26.83,2,0
1296,0,0.9,1,0,1,14,0.5,124,5,3,811.0,1272,490,7,1,4,1,1,1,0,3,7,1.567,188.57,98.0,10.45,24.2,5,2.2,0,1
1193,0,0.9,0,11,0,26,0.5,166,1,20,730.0,1729,536,17,14,4,1,0,1,0,31,238,2.365,104.27,536.0,7.19,41.7,2,0.48,0,1
1441,0,2.1,1,11,1,3,0.1,118,8,17,577.0,1071,2317,16,4,7,1,0,1,2,28,64,1.853,71.56,289.62,12.21,1.27,4,38.93,2,1
517,0,1.4,1,3,1,33,0.8,183,4,8,660.0,974,3704,17,16,11,1,0,1,3,11,272,1.474,65.36,926.0,2.83,8.88,4,20.74,3,0
748,1,1.7,0,0,1,27,0.9,150,8,4,450.0,1554,2126,18,9,7,1,0,0,1,4,162,3.446,85.15,265.75,4.99,12.41,3,28.91,2,0
1126,1,2.4,0,2,1,10,0.4,160,6,3,1223.0,1611,2050,7,6,12,1,1,1,2,5,42,1.316,252.83,341.67,7.04,4.76,5,29.52,2,1
1572,0,0.6,0,0,1,58,0.2,157,7,8,1109.0,1937,2462,12,8,10,1,0,0,3,8,96,1.745,171.69,351.71,10.01,23.16,2,10.34,2,2
1569,0,2.8,1,16,0,44,0.3,110,4,20,45.0,1942,1260,9,2,17,1,0,0,1,36,18,42.217,194.25,315.0,14.26,33.07,2,14.11,1,2
1270,1,0.6,1,2,1,32,0.5,101,7,6,299.0,845,3770,5,3,13,1,1,0,3,8,15,2.817,149.39,538.57,12.57,8.46,5,15.83,3,1
1854,0,3.0,0,2,1,8,0.1,101,5,5,506.0,627,1886,17,4,20,1,1,0,1,7,68,1.237,44.76,377.2,18.36,4.12,3,28.29,1,2
625,1,1.2,1,5,1,10,0.2,183,4,8,635.0,842,3323,9,1,7,1,1,1,2,13,9,1.324,105.46,830.75,3.42,2.99,6,15.95,3,0
1577,0,0.5,1,0,1,42,0.3,197,5,4,1045.0,1737,2060,19,6,12,1,0,0,2,4,114,1.661,101.36,412.0,8.01,19.89,3,5.15,2,2
534,0,0.5,1,0,1,16,1.0,189,5,1,393.0,1199,3926,16,12,20,1,0,0,3,1,192,3.043,74.22,785.2,2.83,4.07,3,9.82,3,0
946,0,1.7,1,8,1,25,0.8,143,6,15,650.0,1740,2177,7,5,13,1,1,1,2,23,35,2.673,232.18,362.83,6.62,11.23,5,22.21,2,0
685,0,0.5,0,2,0,29,0.8,93,7,10,433.0,648,728,14,8,4,0,0,1,0,12,112,1.493,51.96,104.0,7.37,35.76,1,2.55,0,0
1949,0,1.3,1,0,0,23,0.1,101,5,1,839.0,1136,2478,14,8,20,1,0,0,3,1,112,1.352,94.15,495.6,19.3,9.13,2,16.11,2,2
947,0,0.8,1,0,1,22,0.1,197,2,13,1176.0,1220,2842,16,12,2,1,0,0,2,13,192,1.037,99.68,1421.0,4.81,7.65,3,4.55,2,0
801,1,2.2,1,2,0,63,0.4,165,7,4,650.0,879,1617,17,4,19,0,0,1,1,6,68,1.35,60.73,231.0,4.85,37.52,3,24.9,1,0
703,1,2.7,0,12,1,30,0.3,113,1,20,218.0,1065,1472,14,7,7,1,0,0,0,32,98,4.863,72.47,1472.0,6.22,19.51,3,3.97,1,0
1165,1,2.4,0,11,0,41,0.2,178,6,12,564.0,831,764,19,12,15,1,0,0,0,23,228,1.471,50.22,127.33,6.54,48.46,2,11.0,0,1
1082,0,0.8,0,0,0,38,0.1,198,8,5,986.0,1191,2337,6,1,17,0,1,1,2,5,6,1.207,220.88,292.12,5.46,15.95,2,14.96,2,1
959,1,2.6,1,15,0,20,1.0,84,4,19,561.0,1631,3965,16,1,6,1,0,0,3,34,16,2.902,101.46,991.25,11.42,5.04,3,41.24,3,0
1502,1,1.2,0,0,0,54,0.2,138,5,12,65.0,588,3693,17,14,16,1,1,0,3,12,238,8.909,32.87,738.6,10.88,14.57,3,22.16,3,2
1380,1,2.1,1,1,1,4,0.8,92,3,13,420.0,500,797,13,2,15,1,1,0,0,14,26,1.188,46.64,265.67,15.0,4.55,5,5.02,0,1
1266,0,0.5,0,0,1,5,0.1,95,6,9,1365.0,1698,1687,11,6,18,1,0,0,2,9,66,1.243,181.55,281.17,13.33,2.86,2,5.06,1,1
1934,1,2.6,1,0,1,46,0.1,103,1,17,619.0,1299,2940,13,9,2,1,1,1,3,17,117,2.095,102.78,2940.0,18.78,15.48,6,7.64,2,2
1905,1,0.5,0,3,1,6,0.5,151,1,5,849.0,898,1545,9,5,10,1,1,0,1,8,45,1.056,123.58,1545.0,12.62,3.73,4,0.77,1,2
1831,0,1.4,1,2,0,43,0.9,150,5,5,611.0,1381,3834,17,7,13,1,1,1,3,7,119,2.257,83.9,766.8,12.21,11.19,4,26.84,3,2
596,0,1.4,0,8,0,46,0.6,165,1,18,953.0,984,2505,15,4,15,1,1,0,1,26,60,1.031,85.62,2505.0,3.61,18.07,2,3.51,2,0
1562,1,1.3,1,1,1,7,0.2,190,5,15,642.0,1533,2243,12,10,6,1,0,0,2,16,120,2.384,127.85,448.6,8.22,3.06,4,14.58,2,2
1490,1,0.5,1,4,1,64,0.3,150,8,8,1417.0,1464,3600,17,9,7,1,1,1,3,12,153,1.032,113.19,450.0,9.93,17.7,6,14.4,3,1
1523,1,2.4,0,5,1,57,0.2,117,2,6,247.0,539,3971,18,12,10,1,1,1,3,11,216,2.173,31.21,1985.5,13.02,14.33,5,19.06,3,2
640,0,0.6,0,0,0,20,0.1,163,4,15,710.0,1179,2844,7,5,18,1,1,0,2,15,35,1.658,172.03,711.0,3.93,6.95,2,6.83,2,0
1526,0,2.1,0,1,1,23,0.2,117,7,8,718.0,751,2227,18,10,3,1,1,0,2,9,180,1.045,54.68,318.14,13.04,10.11,3,32.74,2,2
1989,0,2.5,1,0,1,41,0.8,94,3,13,1100.0,1497,1665,17,9,12,1,1,1,2,13,153,1.36,103.2,555.0,21.16,23.75,5,12.49,1,2
1308,0,1.9,0,0,1,61,0.7,106,3,7,59.0,1215,3355,15,2,4,1,0,1,3,7,30,20.25,76.03,1118.33,12.34,18.07,3,19.12,3,1
609,0,0.5,0,3,0,26,0.3,93,4,4,938.0,1948,1866,11,10,14,1,1,1,1,7,110,2.075,180.17,466.5,6.55,13.53,3,3.73,1,0
1905,0,0.6,1,9,1,36,0.4,119,3,20,825.0,1542,1287,13,4,16,1,0,0,1,29,52,1.867,124.92,429.0,16.01,26.53,3,2.32,1,2
1703,1,0.5,0,0,1,22,0.6,192,1,0,286.0,1235,1046,5,4,13,1,0,1,0,0,20,4.303,211.28,1046.0,8.87,19.62,4,0.52,1,2
1445,1,2.4,1,7,1,20,0.4,173,7,15,1273.0,1345,1441,7,4,13,1,1,1,1,22,28,1.056,231.49,205.86,8.35,13.27,6,24.21,1,1
1087,0,1.3,0,0,1,16,0.3,166,3,9,295.0,589,690,14,6,6,1,0,1,0,9,84,1.99,43.92,230.0,6.55,20.68,3,2.69,0,1
671,0,0.9,1,10,0,30,0.7,105,7,17,852.0,1182,2504,6,4,15,1,0,0,2,27,24,1.386,208.15,357.71,6.39,11.79,2,15.78,2,0
1472,1,2.3,0,6,0,61,0.1,168,6,19,710.0,1052,2677,19,15,8,1,0,0,2,25,285,1.48,63.46,446.17,8.76,22.47,2,36.94,2,1
765,0,0.5,1,0,1,47,0.3,115,8,1,1277.0,1429,2243,11,7,4,1,0,1,2,1,77,1.118,159.7,280.38,6.65,20.52,4,8.97,2,0
1642,0,0.5,1,16,1,8,0.3,171,6,17,129.0,873,2984,13,4,17,1,0,1,2,33,52,6.715,63.03,497.33,9.6,2.65,4,8.95,2,2
1265,0,1.5,0,7,0,49,0.7,182,5,16,690.0,836,1362,5,6,12,0,0,1,1,23,30,1.21,180.66,272.4,6.95,34.26,1,10.22,1,1
664,1,1.1,1,1,1,51,0.1,110,7,4,701.0,1478,3629,19,15,6,1,1,1,3,5,285,2.105,81.79,518.43,6.04,14.0,6,27.94,3,0
1277,1,0.5,1,0,1,35,0.4,142,6,6,309.0,1460,3559,18,17,6,1,1,0,3,6,306,4.71,78.54,593.17,8.99,9.79,5,10.68,3,1
1395,0,1.8,1,0,0,23,0.1,111,3,1,213.0,705,2571,11,6,13,1,0,1,2,1,66,3.294,61.37,857.0,12.57,8.81,3,13.88,2,1
1539,1,2.6,0,0,0,41,0.1,159,8,0,1112.0,1666,2107,15,9,10,1,0,1,2,0,135,1.497,125.19,263.38,9.68,19.0,3,43.83,2,2
1049,1,2.2,0,9,0,63,0.5,135,5,17,199.0,1077,1022,11,3,13,0,0,0,0,26,33,5.385,91.27,204.4,7.77,57.37,1,11.24,1,1
1827,0,1.7,0,4,1,39,0.5,128,5,16,55.0,1020,2844,14,9,10,1,1,0,2,20,126,18.214,68.1,568.8,14.27,13.55,3,24.17,2,2
903,0,1.0,1,0,1,50,0.4,91,1,0,1230.0,1235,711,9,5,10,1,1,0,0,0,45,1.003,174.3,711.0,9.92,62.95,4,0.71,0,0
1987,1,0.5,0,3,1,53,1.0,181,3,7,1052.0,1516,3117,18,5,8,1,1,1,3,10,90,1.44,97.12,1039.0,10.98,16.86,5,4.68,3,2
1154,0,1.2,1,0,1,49,0.2,181,8,2,541.0,1499,978,5,3,7,1,0,1,0,2,15,2.766,265.61,122.25,6.38,46.44,4,9.39,0,1
1336,0,0.9,0,5,1,17,0.2,194,5,9,55.0,583,1869,13,1,16,1,1,1,1,14,13,10.411,41.83,373.8,6.89,8.83,4,8.41,1,1
1886,0,0.5,0,0,1,24,0.4,112,3,1,809.0,1958,1179,16,7,20,1,0,1,1,1,112,2.417,124.62,393.0,16.84,19.18,3,1.77,1,2
1551,0,1.1,0,4,0,51,0.1,88,5,6,1738.0,1995,3844,11,8,4,0,1,0,3,10,88,1.147,220.49,768.8,17.62,13.23,1,21.14,3,2
850,1,1.6,1,6,1,29,0.5,133,5,19,404.0,642,593,19,17,10,1,0,1,0,25,323,1.585,37.93,118.6,6.39,42.7,5,4.74,0,0
660,0,0.5,0,5,1,40,0.5,111,2,10,262.0,1178,588,6,5,18,1,1,1,0,15,30,4.479,172.4,294.0,5.95,59.33,4,0.59,0,0
1225,1,2.1,1,8,0,13,0.5,116,4,12,759.0,1404,3836,12,11,11,0,0,0,3,20,132,1.847,122.77,959.0,10.56,3.38,2,32.22,3,1
1452,1,0.5,1,1,1,25,0.9,123,6,11,42.0,1040,2669,12,10,13,1,0,0,2,12,120,24.186,80.07,444.83,11.8,9.24,4,8.01,2,1
1686,1,2.8,1,3,0,38,0.1,166,4,4,397.0,1453,2958,14,11,2,0,0,0,3,7,154,3.651,100.42,739.5,10.16,12.71,2,33.13,2,2
1634,1,1.4,0,1,1,17,0.2,200,2,5,964.0,1677,3031,11,6,6,1,1,1,3,6,66,1.738,161.19,1515.5,8.17,5.56,5,8.49,3,2
1708,1,2.4,1,16,1,49,0.1,109,1,19,233.0,517,3388,6,4,16,1,1,1,3,35,24,2.209,81.01,3388.0,15.67,14.38,6,8.13,3,2
1151,1,2.9,1,0,0,31,0.6,128,8,1,1022.0,1560,2377,18,8,13,0,1,0,2,1,144,1.525,98.16,297.12,8.99,12.8,3,55.15,2,1
1578,0,1.9,1,2,1,37,0.1,138,4,19,411.0,1226,2458,19,16,3,1,0,1,2,21,304,2.976,64.65,614.5,11.43,14.8,4,18.68,2,2
1689,0,1.8,0,16,0,24,0.3,127,3,18,954.0,1200,2766,7,2,7,0,1,1,3,34,14,1.257,191.63,922.0,13.3,8.57,2,14.94,2,2
1488,0,0.5,0,1,0,39,0.8,112,5,6,1528.0,1647,3054,14,10,19,0,0,0,3,7,140,1.077,149.78,610.8,13.29,12.65,0,7.64,3,1
1313,1,1.8,1,4,0,9,0.4,105,1,6,416.0,1308,3791,11,10,6,0,1,1,3,10,110,3.137,114.38,3791.0,12.5,2.37,4,6.82,3,1
1715,0,1.0,1,4,1,31,0.5,83,8,17,638.0,1615,625,17,6,13,1,0,0,0,21,102,2.527,96.47,78.12,20.66,43.64,3,5.0,0,2
1442,0,1.0,1,0,0,27,0.1,192,3,19,231.0,687,2227,6,5,20,1,1,0,1,19,30,2.961,103.54,742.33,7.51,11.87,3,6.68,2,1
528,0,1.7,0,12,1,6,0.8,142,2,15,574.0,637,3256,9,8,6,1,1,0,2,27,72,1.108,85.75,1628.0,3.72,1.83,3,11.07,3,0
1523,1,1.8,0,6,1,11,0.1,129,1,8,148.0,1606,707,19,8,19,1,1,0,0,14,152,10.779,80.64,707.0,11.81,13.92,4,1.27,0,2
1133,0,1.4,0,3,0,42,0.1,199,5,12,730.0,1543,1457,18,12,20,1,0,1,1,15,216,2.111,89.84,291.4,5.69,27.58,2,10.2,1,1
1718,1,2.5,1,14,1,6,0.1,183,5,16,564.0,980,3755,7,1,8,1,1,1,3,30,7,1.735,141.34,751.0,9.39,1.59,6,46.94,3,2
1330,0,0.5,0,0,0,38,1.0,183,7,1,1290.0,1441,1733,9,6,11,1,0,1,1,1,54,1.116,193.41,247.57,7.27,21.2,2,6.07,1,1
1799,1,0.5,0,0,0,49,0.4,107,4,2,632.0,1383,720,12,2,11,1,1,1,0,2,24,2.185,116.97,180.0,16.81,61.01,4,1.44,0,2
633,1,2.2,0,0,1,49,0.1,139,8,1,529.0,1009,3560,11,1,16,1,1,1,2,1,11,1.904,94.94,445.0,4.55,13.7,5,62.66,3,0
724,0,2.7,1,0,0,44,0.5,187,7,0,1273.0,1754,2311,7,6,7,1,0,0,2,0,42,1.377,270.91,330.14,3.87,18.67,2,43.68,2,0
822,1,0.5,0,0,1,51,0.3,157,6,20,667.0,860,3846,10,1,3,1,0,0,3,20,10,1.287,98.94,641.0,5.24,13.23,3,11.54,3,0
1918,0,1.9,0,2,0,10,0.6,110,5,10,1170.0,1543,1717,7,1,16,1,1,1,2,12,7,1.318,242.05,343.4,17.44,5.63,3,16.31,1,2
1891,0,2.8,0,7,1,37,0.4,129,7,14,169.0,1108,3704,8,6,11,1,0,0,3,21,48,6.518,124.53,529.14,14.66,9.95,2,72.6,3,2
1373,1,1.0,1,2,0,50,0.2,127,7,12,105.0,673,3800,8,3,14,1,0,0,3,14,24,6.349,75.68,542.86,10.81,13.12,3,26.6,3,1
862,1,0.8,1,3,0,23,0.4,165,2,15,793.0,1758,278,16,3,11,0,0,1,0,18,48,2.214,113.45,139.0,5.22,61.91,3,0.44,0,0
1273,0,1.0,0,3,1,48,0.4,99,4,15,490.0,886,1767,18,15,11,1,1,0,1,18,270,1.804,53.29,441.75,12.86,26.29,3,7.07,1,1
957,1,2.5,0,4,0,7,0.8,107,5,10,1201.0,1485,1846,12,5,7,1,0,1,1,14,60,1.235,146.91,369.2,8.94,3.68,3,23.08,1,0
1617,1,1.3,1,3,1,30,0.7,105,2,4,246.0,1038,829,9,6,10,1,0,0,0,7,54,4.202,106.68,414.5,15.4,32.98,4,2.16,0,2
893,0,2.5,1,0,0,55,0.6,183,2,1,417.0,946,2986,7,1,6,0,1,1,2,1,7,2.263,129.23,1493.0,4.88,18.24,3,14.93,2,0
1210,0,0.5,0,0,0,63,0.1,93,5,0,1177.0,1462,2394,17,9,7,0,0,0,2,0,153,1.241,104.27,478.8,13.01,25.84,0,5.98,2,1
708,1,2.7,1,0,1,63,1.0,195,8,7,78.0,654,2169,6,5,7,1,1,1,1,7,30,8.278,94.09,271.12,3.63,28.4,6,46.85,2,0
835,0,1.1,1,2,0,7,0.2,101,4,7,323.0,1604,1181,13,5,15,1,1,1,0,9,65,4.951,116.87,295.25,8.27,5.59,4,5.2,1,0
1450,1,2.7,1,9,0,19,0.6,131,1,17,707.0,1882,575,15,9,12,0,0,0,0,26,135,2.658,125.65,575.0,11.07,28.72,2,1.55,0,1
973,1,1.5,0,5,1,57,0.2,190,7,16,457.0,1816,2977,6,4,2,1,0,0,2,21,24,3.965,267.52,425.29,5.12,18.95,3,31.26,2,0
601,1,1.4,0,4,1,4,0.1,154,4,13,356.0,765,532,12,8,10,1,1,1,0,17,96,2.143,64.91,133.0,3.9,6.46,5,2.98,0,0
507,1,0.5,1,1,0,32,0.5,141,7,11,936.0,1398,1702,17,6,5,1,1,1,1,12,102,1.492,93.47,243.14,3.6,18.16,5,5.96,1,0
564,0,1.8,1,0,1,51,0.5,168,3,1,912.0,1980,1074,14,8,15,1,1,0,0,1,112,2.169,145.33,358.0,3.36,44.39,4,5.8,1,0
1559,1,1.6,1,6,1,6,0.5,162,6,17,179.0,1559,3352,9,1,3,1,1,1,3,23,9,8.661,156.92,558.67,9.62,1.78,6,32.18,3,2
754,0,0.5,1,7,1,59,0.7,178,7,10,1914.0,1928,1027,6,3,5,1,0,0,1,17,18,1.007,388.1,146.71,4.24,53.49,3,3.59,1,0
728,0,2.7,1,0,0,25,0.2,88,4,1,526.0,1529,2039,5,1,12,1,1,1,1,1,5,2.901,269.49,509.75,8.27,11.95,4,22.02,2,0
1431,1,0.5,0,0,1,56,0.6,191,1,1,156.0,952,461,7,3,8,1,0,0,0,1,21,6.064,120.59,461.0,7.49,101.78,3,0.23,0,1
767,0,1.5,0,4,0,28,0.7,175,4,10,344.0,1517,527,10,6,15,0,1,0,0,14,60,4.397,141.41,131.75,4.38,45.55,1,3.16,0,0
1722,0,2.6,0,8,0,18,0.8,177,2,16,865.0,1741,3271,14,6,15,1,0,1,3,24,84,2.01,129.6,1635.5,9.73,5.46,2,17.01,3,2
1992,1,1.6,0,5,1,57,1.0,100,2,15,1552.0,1596,606,9,3,4,1,1,1,1,20,27,1.028,222.62,303.0,19.92,82.39,5,1.94,0,2
1876,0,0.5,0,10,1,40,0.3,86,6,14,546.0,1564,2513,10,8,16,1,1,0,3,24,80,2.859,150.6,418.83,21.81,15.66,3,7.54,2,2
1054,0,1.1,1,10,1,38,0.4,136,6,12,1097.0,1222,1675,18,4,14,1,1,1,1,22,72,1.113,86.43,279.17,7.75,21.89,5,11.06,1,1
1283,1,1.6,1,4,0,47,0.9,93,5,5,372.0,692,2698,9,6,17,1,1,0,2,9,54,1.855,78.57,539.6,13.8,17.19,4,21.58,2,1
1281,1,2.3,1,0,0,28,0.3,148,1,6,1285.0,1617,1129,12,1,6,0,1,0,1,6,12,1.257,158.88,1129.0,8.66,23.28,3,2.6,1,1
1066,0,0.6,0,2,1,7,0.9,114,7,18,1242.0,1571,468,19,13,6,1,1,0,0,20,247,1.264,100.13,66.86,9.35,12.57,3,1.97,0,1
730,0,2.1,1,0,1,4,0.1,89,8,2,302.0,1247,1210,19,15,4,1,1,1,0,2,285,4.116,64.15,151.25,8.2,3.12,5,20.33,1,0
1053,1,0.8,1,7,1,45,0.3,103,1,12,594.0,1767,3086,17,6,5,1,1,1,3,19,102,2.97,103.56,3086.0,10.22,14.45,6,2.47,3,1
1611,1,0.5,1,11,0,3,0.6,98,3,14,303.0,714,1595,8,4,9,1,0,1,1,25,32,2.349,86.18,531.67,16.44,1.81,4,2.39,1,2
793,0,1.0,1,5,1,30,0.9,133,2,15,1858.0,1935,2332,17,13,14,1,1,1,2,20,221,1.041,149.03,1166.0,5.96,12.62,5,4.66,2,0
1220,0,2.9,0,3,0,62,0.5,125,4,8,403.0,1933,2589,19,11,15,1,1,1,2,11,209,4.785,98.73,647.25,9.76,23.59,3,30.03,2,1
1662,0,0.5,0,0,1,61,0.8,126,4,13,32.0,1509,3760,9,5,13,1,1,1,3,13,45,45.727,150.93,940.0,13.19,16.17,4,7.52,3,2
1281,1,2.8,1,3,1,8,0.3,144,4,19,590.0,954,1851,8,2,9,1,1,0,1,22,16,1.614,124.63,462.75,8.9,4.19,5,20.73,1,1
538,0,0.8,0,12,1,2,0.8,177,7,13,235.0,662,417,8,4,9,1,0,1,0,25,32,2.805,78.05,59.57,3.04,3.94,3,2.34,0,0
823,1,0.5,0,0,0,39,0.4,187,8,4,630.0,888,294,13,9,11,0,0,1,0,4,117,1.407,77.77,36.75,4.4,100.75,2,1.18,0,0
1733,1,2.8,0,3,1,36,1.0,119,6,20,357.0,527,3576,17,16,9,1,0,0,3,23,272,1.472,35.36,596.0,14.56,10.02,3,60.08,3,2
1429,0,1.5,1,0,1,40,0.9,100,3,14,246.0,820,3945,11,7,18,1,0,1,3,14,77,3.32,71.34,1315.0,14.29,10.12,4,17.75,3,1
1839,1,1.2,0,9,1,54,0.5,200,7,11,475.0,1493,927,19,10,18,1,0,1,1,20,190,3.137,78.34,132.43,9.2,53.72,4,7.79,0,2
659,0,2.7,0,6,1,6,0.5,110,3,7,1054.0,1929,2044,15,5,2,1,0,1,1,13,75,1.828,137.39,681.33,5.99,2.86,3,16.56,2,0
1953,1,2.1,1,7,0,56,0.1,158,8,9,555.0,764,2334,11,5,4,1,0,0,2,16,55,1.374,78.69,291.75,12.36,23.54,3,39.21,2,2
1172,0,1.9,0,0,1,27,0.7,164,1,3,607.0,1092,1477,12,6,6,1,0,0,1,3,72,1.796,96.11,1477.0,7.15,17.51,2,2.81,1,1
612,1,1.9,1,6,0,16,0.3,102,7,7,1360.0,1891,3161,8,4,3,0,0,0,3,13,32,1.389,258.81,451.57,6.0,5.02,2,42.04,3,0
1563,0,2.4,0,0,1,24,0.2,170,8,0,142.0,1699,3660,7,5,5,1,1,0,3,0,35,11.881,213.12,457.5,9.19,6.53,3,70.27,3,2
1191,0,1.3,1,16,1,26,0.8,84,1,20,681.0,683,1604,14,3,9,1,0,1,1,36,42,1.001,64.3,1604.0,14.18,15.6,4,2.09,1,1
615,1,0.5,1,0,0,42,0.6,163,6,4,104.0,1664,2211,7,4,18,0,0,1,1,4,28,15.848,208.41,368.5,3.77,18.59,3,6.63,2,0
1893,1,2.1,1,8,0,63,0.2,134,2,11,637.0,763,3822,14,3,18,0,1,1,3,19,42,1.196,66.26,1911.0,14.13,16.44,4,16.05,3,2
1563,0,1.7,1,10,0,16,0.1,151,7,13,410.0,572,3922,11,1,8,0,0,1,3,23,11,1.392,58.65,560.29,10.35,4.07,2,46.67,3,2
1995,1,1.9,0,6,0,9,0.8,139,6,18,1830.0,1963,1203,14,12,18,1,1,1,2,24,168,1.072,178.91,200.5,14.35,7.06,4,13.71,1,2
1517,0,0.5,0,6,1,48,0.6,143,5,14,802.0,1489,2822,15,5,11,1,1,1,3,20,75,1.854,105.7,564.4,10.61,16.81,4,7.06,2,2
832,0,1.6,1,1,1,34,0.3,108,5,5,311.0,1294,447,15,13,12,1,1,0,0,6,195,4.147,83.18,89.4,7.7,63.37,4,3.58,0,0
1162,0,2.0,0,0,1,56,0.7,114,7,1,56.0,997,1652,5,6,20,1,0,0,1,1,30,17.491,166.43,236.0,10.19,32.69,2,23.13,1,1
1595,1,2.6,0,7,0,12,0.3,121,8,19,344.0,655,3608,15,1,16,0,1,0,3,26,15,1.899,46.24,451.0,13.18,3.31,2,75.05,3,2
1329,1,1.0,0,1,0,52,0.9,181,6,2,1053.0,1458,1228,8,6,6,1,0,1,1,3,48,1.383,199.83,204.67,7.34,40.02,3,7.37,1,1
928,1,0.5,1,11,0,56,0.7,80,8,13,221.0,1243,666,19,10,5,0,1,0,0,24,190,5.599,63.12,83.25,11.6,74.63,3,2.66,0,0
1656,1,0.5,1,8,1,38,0.1,105,7,17,506.0,519,1499,12,8,19,1,0,1,1,25,96,1.024,55.76,214.14,15.77,24.3,5,5.25,1,2
1937,1,1.7,0,16,0,58,0.6,189,1,19,1728.0,1767,3321,5,4,14,1,1,0,3,35,20,1.022,411.92,3321.0,10.25,17.35,3,5.65,3,2
977,1,1.1,1,2,0,57,0.6,181,6,7,63.0,566,1206,7,1,8,0,1,1,0,9,7,8.844,71.19,201.0,5.4,44.61,4,7.96,1,0
768,1,0.9,0,16,1,56,0.1,113,1,20,418.0,515,952,19,3,16,1,0,1,0,36,57,1.229,33.16,952.0,6.8,54.39,4,0.86,0,0
1464,1,0.5,1,11,0,12,0.9,117,2,14,854.0,1168,3927,5,3,15,0,1,1,3,25,15,1.366,241.15,1963.5,12.51,3.05,4,3.93,3,1
1177,0,0.9,0,1,1,29,0.4,191,2,8,178.0,882,311,18,5,19,1,0,0,0,9,90,4.927,47.36,155.5,6.16,71.83,2,0.56,0,1
1348,0,2.0,0,16,0,52,0.3,98,3,20,1869.0,1942,955,18,11,7,1,1,1,1,36,198,1.039,141.86,318.33,13.76,50.36,3,5.73,0,1
1956,0,2.2,0,0,1,37,0.5,87,3,2,185.0,776,1109,13,1,19,1,1,0,1,2,13,4.172,56.98,369.67,22.48,31.28,3,7.32,1,2
1751,0,0.5,1,6,0,8,0.6,178,6,20,170.0,564,2969,8,6,17,0,0,1,2,26,48,3.298,65.45,494.83,9.84,2.67,2,8.91,2,2
1530,0,2.0,0,11,0,42,0.8,177,6,13,454.0,1975,725,11,10,19,0,0,1,0,24,110,4.341,168.88,120.83,8.64,51.98,1,8.7,0,2
1997,1,1.8,1,1,0,40,0.5,185,4,8,866.0,1212,1655,7,6,15,1,0,0,2,9,42,1.398,186.2,413.75,10.79,23.31,3,11.92,1,2
1414,1,1.5,1,5,0,44,0.5,180,2,6,44.0,1118,3490,16,12,13,0,1,0,3,11,192,24.844,65.82,1745.0,7.86,12.54,3,10.47,3,1
1707,0,1.4,0,0,0,41,0.8,80,7,2,1331.0,1388,1774,12,6,10,0,0,0,2,2,72,1.042,147.93,253.43,21.34,22.37,0,17.39,1,2
894,0,0.5,1,1,1,50,0.5,199,3,14,1285.0,1462,3615,13,6,6,1,0,1,3,15,78,1.137,139.03,1205.0,4.49,13.77,4,5.42,3,0
645,0,1.2,0,6,1,41,0.7,184,8,17,741.0,1130,714,18,2,13,1,1,0,0,23,36,1.523,71.12,89.25,3.51,51.43,3,6.85,0,0
1163,0,2.8,1,0,0,49,0.6,155,2,0,520.0,754,2768,19,2,12,0,0,1,2,0,38,1.447,45.8,1384.0,7.5,17.48,2,15.5,2,1
1126,0,0.7,0,3,0,49,0.9,165,8,17,114.0,1726,3739,14,1,13,1,0,0,3,20,14,15.009,115.32,467.38,6.82,13.06,1,20.94,3,1
1648,0,0.7,0,6,1,64,0.8,170,4,9,1153.0,1876,610,8,1,6,1,1,0,1,15,8,1.626,244.67,152.5,9.69,91.99,3,1.71,0,2
1170,1,0.9,0,6,1,14,0.4,199,2,13,474.0,709,715,18,5,20,1,0,1,0,19,90,1.493,44.89,357.5,5.88,17.54,4,1.29,0,1
508,0,0.8,0,7,1,42,0.3,94,1,8,39.0,557,663,13,12,7,1,0,0,0,15,156,13.925,39.88,663.0,5.4,56.19,2,0.53,0,0
1097,0,2.1,1,6,0,64,0.2,161,3,8,419.0,1914,1725,14,5,9,1,0,1,1,14,70,4.557,130.62,575.0,6.81,35.86,3,10.87,1,1
728,0,1.7,1,0,1,5,0.6,101,2,20,584.0,775,834,16,6,5,1,1,0,0,20,96,1.325,57.08,417.0,7.21,5.47,4,2.84,0,0
1980,0,0.5,1,2,1,29,0.8,177,1,13,312.0,1910,3865,12,10,18,1,0,0,3,15,120,6.102,148.87,3865.0,11.19,7.49,3,1.93,3,2
1504,0,2.3,1,1,0,64,0.9,182,1,2,19.0,1923,3059,6,5,10,0,1,0,3,3,30,96.15,274.73,3059.0,8.26,20.73,2,7.04,3,2
1379,1,2.1,1,14,1,63,1.0,83,1,17,207.0,1370,651,9,6,7,1,1,0,0,31,54,6.587,138.56,651.0,16.61,85.63,5,1.37,0,1
